sample_id,a_d1_mean,a_d1_sd,a_d2_mean,a_d2_sd,a_d3_mean,a_d3_sd,a_d4_mean,a_d4_sd,d_mean,raw_p
148,0.7320101857185364,0.36109021306037903,1.8731859922409058,0.365795761346817,1.2052935361862183,0.5529587268829346,-3.515552043914795,0.4493130147457123,1.740455150604248,0.875
150,-1.934289813041687,0.507487952709198,-0.7163001894950867,0.35767117142677307,0.8987479209899902,0.49309736490249634,-3.716895818710327,0.7019346356391907,1.1646190881729126,0.6
173,-1.0443962812423706,0.5713642835617065,-3.7489025592803955,0.5633401870727539,0.7128685712814331,0.41018104553222656,-1.1336143016815186,0.4113885164260864,-1.3768070936203003,0.1
182,2.734828472137451,0.46093299984931946,-2.4874799251556396,0.35857000946998596,-4.1965556144714355,0.6424305438995361,-0.09114319086074829,0.3174701929092407,-0.13290737569332123,0.375
185,3.2103512287139893,0.3646990954875946,-3.705451488494873,0.5196570158004761,0.2529953420162201,0.4666047692298889,0.027451686561107635,0.43734556436538696,-1.7184782028198242,0.2
186,-1.1192090511322021,0.9146749973297119,-3.8608782291412354,0.9372465014457703,-0.8244496583938599,0.887596607208252,-0.15649017691612244,0.6938804984092712,-3.4003074169158936,0.041666666666666664
187,-0.910557746887207,0.823218584060669,-2.806223154067993,0.6429820656776428,-0.51346755027771,0.7930951714515686,0.18037572503089905,0.5276646018028259,-3.540710926055908,0.03333333333333333
189,-0.999187171459198,0.9513904452323914,-3.874535322189331,0.9483884572982788,-0.8697485327720642,0.9303305745124817,-0.3667047917842865,0.7259669303894043,-3.7733943462371826,0.041666666666666664
193,0.3439275622367859,0.3447554409503937,-1.6831377744674683,0.3709520101547241,-3.1594016551971436,0.4123949706554413,0.7364808917045593,0.3571870028972626,-3.0512590408325195,0.1
197,-0.19791707396507263,0.31595155596733093,-0.260145366191864,0.25020527839660645,-0.8205643892288208,0.2622050344944,-2.91451096534729,0.3133336901664734,-1.8011243343353271,0.375
199,-2.8355276584625244,0.7573758959770203,-2.252129077911377,0.3518439531326294,4.062404155731201,0.5329674482345581,-1.1461745500564575,0.3107990026473999,-0.20292463898658752,0.375
200,-1.0967227220535278,0.3140384256839752,0.07560116797685623,0.303173303604126,-0.7835918068885803,0.4137026071548462,-5.028186798095703,0.8242046236991882,1.4014228582382202,0.675
203,-2.7740681171417236,0.44504931569099426,-1.6361403465270996,0.30329063534736633,-0.998471736907959,0.352190762758255,-3.1625263690948486,0.554016649723053,2.6672534942626953,0.6
204,-1.8360264301300049,0.6016696095466614,-0.9077632427215576,0.30771106481552124,4.100515365600586,0.6465409398078918,-2.374917984008789,0.31571489572525024,-0.718310534954071,0.45
205,-2.483773708343506,0.6394311189651489,-0.6574949622154236,0.39706581830978394,1.2828314304351807,0.5897051095962524,-4.294329643249512,0.7750173807144165,1.0572320222854614,0.5916666666666667
208,-2.4978883266448975,0.6137313842773438,-1.7630767822265625,0.2842578589916229,1.985424280166626,0.3277958035469055,-1.1665414571762085,0.2927547097206116,-1.1021733283996582,0.3
210,3.447164535522461,0.6863228678703308,-1.0016156435012817,0.2206829935312271,-1.9205654859542847,0.393754243850708,0.2760677933692932,0.20922121405601501,1.1445072889328003,0.525
252,-1.1447230577468872,0.8526642322540283,-3.97045636177063,0.9447939395904541,-0.7896727323532104,0.8547146916389465,0.0035427792463451624,0.6666342616081238,-2.885964870452881,0.041666666666666664
253,-1.146984577178955,0.8804959654808044,-3.9812567234039307,0.971710205078125,-0.779775857925415,0.8920736312866211,-0.069305419921875,0.6793045401573181,-3.1105666160583496,0.041666666666666664
260,-2.2573094367980957,0.30762144923210144,0.19436225295066833,0.24055640399456024,-3.411604881286621,0.35215476155281067,0.19501696527004242,0.22753845155239105,2.101162910461426,0.625
263,0.4459920823574066,0.4476771652698517,-0.21176843345165253,0.26564478874206543,-0.7584555745124817,0.3486892282962799,-2.916722297668457,0.24936836957931519,-4.274866104125977,0.16666666666666666
264,0.7164549231529236,0.8218694925308228,1.4338183403015137,0.6809766292572021,-0.17522314190864563,0.902135968208313,-1.4351205825805664,0.42670801281929016,4.902251243591309,0.9916666666666667
265,1.2083903551101685,0.5648819804191589,1.9283041954040527,0.5106356739997864,-0.40149059891700745,0.8186469078063965,-3.8791980743408203,0.5209496021270752,3.058506488800049,0.9166666666666666
